,content_cut
43391,我 问下 ， 现在 的 版本 星际 商人 在 哪里 ？
43392,2019 会 越来越 好
43393,哈哈哈 ， 我 的 图片 中有 两个 2019 哟 ， 球球 大 作战 2019 奋进 ， 奋进 ， 奋进 。
43394,我 的 名字 ， 2019
43395,
43396,不忘 初心
43397,2019 猪事 大吉 新年新 希望 球球 越来越 火
43398,2019 新 的 一年 ， 我会 陪 着 你们 一直 走 下去 ， 不离 不弃 ， 加油 ！ 2019 年 我 要学 好多好多 花式 ， 秀爆 对手 ? ， 球球 2019 年 新 活动 也 挺 多 ， 老 玩家 们 回来 玩 啊 ， 跟 我 一起 浪 啊 。
43399,祝 大家 2019 猪年 大吉 ！ 猪年 行大运 ！ 赚大钱 ！ 哈哈
43400,嗯 嗯 嗯
43401,球球 还 能 回到 以前 嘛 ， 以前 的 球球 没有 什么 套路 只 知道 大球 吃 小球 ， 15 年 到 19 年 4 年 了 不 知道 怎么 去 吐 槽 球球 ， 也许 我 还是 比较 有 耐心 的 老 玩家 们 看到 我 可以 给 我 评论 的 个 逃跑 计划 嘛 ！
43402,2019 天长地久 ！
43403,找到 了 ， 金 蘑菇 哦 来 了
43404,三年 了 球球 逐渐 成为 众所周知 的 国民 游戏 但 也 曾 违背 了 初衷 队友 们 有 的 渐渐 消失 有 的 也 若 影若现 没 了 从前 的 热情 刚 玩球 球 的 时候 只会 吐球 嘟嘟 嘟 分身 深怕 被 别人 吃 第一次 上 超神 的 时候 在 17 年 1 月 吧 那个 时候 才 认真 的 开始 这个 游戏 自己 也 在 游戏 巅峰 时期 退游 了 ﻿ @ 忽妤 ﻿ ﻿ @ 可耻 呐 ﻿ ﻿ @ 徐容 ﻿ ﻿ @ 哚 小妹 ﻿ ﻿ @ 帽子 789 ﻿ 我 也 十分 感谢 这些 队友 陪伴 我 的 这 段时间 自己 也 很 是 开心 大家 都 回来 啦 ﻿ ﻿ ﻿ ﻿ 2019 球宝 永不言弃 ！ ！ ！
43405,2019 我们 重新 相识 ， 谢谢 曾经 陪伴 的 伙伴 们 。 希望 你们 能够 归来 。
43406,
43407,我 也 算是 老 玩家 啦
43408,@ 我 是 露菲菲 ﻿ 菲菲 新年快乐 2019
43409,有 谁 知道 去污 孢子 是 什么 吗 ？
43410,一起 跨年 哦 ！ 爱 你 ?
43411,希望 球球 越来越 好
43412,
43413,各位 小 哥哥 小姐姐 加 我 咱 一起 玩
43414,我 玩球 球玩 了 很 久 ， 换 了 很多 个 号 ， 感谢 有球球 陪伴
43415,今天 的 任务 啥 是 去污 狍子
43416,球球 不 倒 陪你到 老
43417,双冠 有木有 心态 好
43418,可以 找出 2019 图一 用户名 有 2019 哦 图二 喜欢 有 2019 哦
43420,* ， 玩 了 都 快 3 年 了 ， 3 年 红包 都 是 * 的 ， 我 感觉 我 被 骗 了 。 我 只是 充数
43422,转眼 几年 又 过去 了 ， 球球 祝 你 一直 火
43423,找 ﻿ ﻿ ﻿ ﻿ ﻿ ﻿ 队友
43424,永不 独行 ♡
43425,哈哈 ， 点个 关注
43426,希望 球球 越来越 好玩 。
43427,球球 不 倒 ， 谁 伴 我 到 老 ？
43428,球宝们 投塔坦
43429,呵呵 ? 不 容易 呀
43431,加 ﻿ ﻿ 我 一起
43432,大家 可以 关注 我刹罗无神 一起 开黑 ， 一起 玩耍 。 ? ?
43433,曾经 的 队友 都 不 在 了
43434,＃ 2019 的 希望 ＃ 得到 多多 的 皮肤 ， 提升 高高的 show 等级 。
43435,混 ge 眼熟 来 找 我 打球 阿 我 是 菜 *
43436,球球 越来越 好
43437,想 找 一个 人 听话 的 cp
43438,id 那 我 自己 走 阿 13793033 骗钱 狗 ， 买 她 的 id 稀罕 被 骗 了 将近 500 吧 ， 那 时候 好友 说 这 id 不怎么 好听 ， 也 不值 500 . 有个 id 比 这个 好听 便宜 点 ， 但 我 跟 她 聊天 看 这 小姐姐 挺不错 的 所以 就 决定 买 了 ， 付钱 的 时候 她 还 说 语音 吧 我 还 想 这 小姐姐 肯定 是 个 好人 ， 我 很 相信 她 ， 然后 一给 完钱 人 就 不见 了 ? 我 懵 了 。 说个 搞笑 的 她 之前 竟然 一直 以为 我 是 男 的 ， 语音 的 时候 很 失望 的 说 了 句 你 女 的 啊 原来 我 以为 男 的 ， 我 后来 在 想 我 是 男 的 是不是 就 不会 骗 我 钱 了 ？ 之后 了解 到 她 不但 绿 了 自己 男友 ， 还 骗 自己 好 朋友 对象 的 钱 ， 也 因为 出 id 骗 了 其他人 好多钱 。 虽然 有些 人 觉得 500 不算 多 ， 但 我 那 时候 在 学校 真的 不 知道 怎么 过 的 ， 我 还 得 自己 养 自己 。 图 1 - 4 是 她 的 球球 号 ， 图 5 她 弟弟 的 球球 号 ， 图 6 她 qq ， 图 7 - 8 好像 是 她 另外 的 球球 号 qq 不 确定 我 是 记得 她 两个 qq 而且 都 是 年费 那种 。 图 9 她 hello ， 踩 她 还 把 我 踢 了 给 大家 避 避雷 吧 ， 以后 买 东西 小心 ， 不要 太 随意 相信 别人 ， 有些 人 是 自己 身边 人 都 不放过 比如 我 现在 扒 的 这个 人 。
43439,阿 哈哈哈 试一下 发个 帖子 刷 下 存在 感
43440,新 的 一年 球宝们 加油 ！
43441,最近 买 了 一个 这个 关键词 ， 大家 觉得 可以 吗 ？ 欢迎 前来 评论 。
43442,
43443,一转眼 两三年 了 ， 你们 还有 谁 记得 球球 不 倒 ， 陪你到 老 ！
43444,[ 雨田马 ] 全球 最强 弹 * 的 实力 究竟 有多强 ! ? 进来 开开眼 你 与 变成 花式 稳团 大神 只差 一个 - 关注 每天 更新 精彩视频 ! 球球 id : 雨田 马球 球号 : 517865565
43445,有 半年 没有 玩球 球 了 ， 但是 这个 应用 一直 在 手机 里 没有 卸载 ， 这些 天 打开 看 了 看 ， 变化 是 有 的 ， 在 向着 好 的 方向 发展 ， 希望 能 越来越 好 。 祝 大家 新年快乐 ， 学业有成 ， 事业 顺利 。
43446,球球 像 极了 爱情
43447,56
43448,来来来 ， 带带 我 这个 黄金 大佬
43449,找个 脾气好 的 队友 ， 男女 都行 ， 会 玩 就 行
43450,想 找 一个 小姐姐 带 我 ~ ⅰ d : 宝宝 啦 8203 嘻嘻 嘻嘻 -
43451,尼玛 ， 这是 什么 情况 ？ 打 把 自建 ， 成 了 这样 ， 球球 啊 ， 你 这 BUG 该 修复 了 ！ 想 一起 玩 的 加 最 Zuo 左哟 或 北言 抠 P 眼
43452,处 队友 id2045402 要求 : 素质 ， 技术 ， mvp 不 取关 ， 可邀 。
43453,场吞是 什么 ？ 谁 能 告诉 我 ？
43454,进入 我 主页 ， 关注 打 双冠
43455,找固 搭 : 心态 意识 能 聊天 的 来
43457,id - 艾汶 & nbsp ; 我 因 男学 ヨ 的 原因 退游 3 半年 当 我 再 打 幵 球球 大 作成 款游 戎 的 吋 候 ， 我 那些 陪 我 一起 玩 的 好 岌 全都 退游 了 ， 我 非常 惟 圦 又 认识 一群 不錯 的 朋友 ， 但 再也 没有 ， 当 吋 不会 玩 的 我 和 我 的 好友 & nbsp ; 能 回游 ， 我們 在 一起 霸屏 好 吗 ？
43458,当年 的 球球 有 史诗 ， 金钻 这些 段位 ， 可 现在 球球变 了 ， 感觉 有点像 要 接近 天 美的 游戏 ， 不再 是 从前 的 球球 ， 而 变成 了 充钱 游戏 。 有 这样 感觉 的 老 玩家 顶一下 。
43459,刚 回游 没 队友 了 有没有 一起 玩 的 ＋ 勿 *
43460,这个 活动 在 哪里 找 不到
43461,请问 一下 各位 有 谁 知道 那个 转盘 ， 要 多少 金 蘑菇 才能 把 东西 全部 抽完
43462,找 稳团 队友 ， 有意者 加 关注 。 id : 中国 狙击手
43463,
43464,是 真的 喜欢 玩游戏 还是 真的 太 无聊 好 啦 ~ ~ 不说 这些 感谢 球球 大 作战 给 陪 我 度过 了 快乐 的 时光
43465,这像 什么 ， 我 的 回忆
43466,处 ﻿ ﻿ 对象 加 Qq256315703
43467,一年 前 你 是 个 球宝 但是 三年 后 你 还 在 这个 游戏 里面 吗 ！ 他 曾经 也 陪 过 你 所以 各位 球宝 不要 忘记 这 款 游戏 ， 他 是 你 的 伙伴
43468,
43469,
43470,我 想 问 黄金宝 箱 在 哪 ？
43471,感觉 球球 越来越 没意思 了 ， 曾经 的 队友 x 相继 离 我 而 去 ， 可能 永远 不会 回游 ， 取而代之 的 是 一些 新 的 队友 ， 没有 以前 的 默契 ， 都 是 钱 惹 的 祸 ， 以前 皮肤 孢子 什么 的 都 是 用 棒棒糖 买 的 ， 现在 能 用 棒棒糖 买 的 几乎 都 没有 了 ， 都 是 用 金 蘑菇 代购 ， 而 这种 金 蘑菇 必须 花钱 才能 弄 得到 ， 还有 什么 关键词 ， 皮肤 光环 圣衣 孢子 都 是 用钱 砸 出来 的 ， 我 想 这 就是 大家 退游 的 原因 吧 ， 说 是 5 亿球宝 ， 可 实际 呢 ， 每次 逃杀 团战 都 匹配 不齐 ， 要么 没 上来 ， 要么 根本就是 人 不够 ， 哎 ， 我 想 连 5 亿 的 五分之一 都 不到 吧 ， 好 了 ， 不想 说 什么 了 ， 过 几天 我 也 要 退游 ， 希望 球球 能 改变 这种 现状 。
43472,你别 走 好不好 留下来 陪 我 ﻿ @ 捕捉 一只 大 花痴
43473,氧气瓶 有毒 ， 我开 了 都 多少 箱子 了 ， 就 开 出来 一个 ， 爆率 能 不能 高 一点 ， 连 着 肝 了 10 天 了 ！ ！ ！
43474,嘻嘻 这个 关键词 很棒 很 喜欢
43475,
43476,这 BUG 可以 吧 。
43477,有 么
43478,♡ 喜欢 了 很 久 的 孢子 。 终于 等到 小 哥哥 送 我 了 。 虽然 不是 永久 ， 但 我 也 超级 喜欢 。
43479,
43480,一年 多 没 玩 ， 终于 上 超神 了
43481,帅气
43482,现在 在 哪里 拿 宇宙 币 买 东西
43483,我 不要 帐篷 了 这么 多 烦
43484,小姐姐 们 打球 球嘛 我贼 厉害
43485,终于 成功 了 玩 了 好 几十次
43486,找 队友 ， 会 玩 的 ， 不 取关 的 ， 谢谢
43487,好开心 ， 快 夸 我 ， 夸 我
43488,找 队友 加 关注 @ 俞欣姐 521
43489,三号 营地 的 飞驰 人生 任务 都 过 了 ， 怎么 完成
43490,玩 了 三年 不 知道 在 执着 什么 可能 是 伙伴 吧
43491,有颜 很甜 请问 对象 哪里 领
43492,谁 和 我 一样 ， 是 球球 大 作战 老 玩家 吗 ？ 互关 一起 玩吧 ！
43493,这是 什么 意思 ， 帮忙 解答 一下 ？ ?
43494,y 有没有 小 哥哥 小姐姐 一起 玩 的
43496,小孩子 才 喝酒 ， * 都 喝 AD 钙奶 。
43497,小 可怜 做 完 绝育 的 第一天
43499,有没有 人帮 我 打 一个月 的 号 ， 月底 之前 上 超神 就 行 开学 了 打 不了 了 。 有意者 关注 ID : 8828694
43500,黄金 车破 百公里 了 ， 什么 时候 才能 到 终点 呢
43501,球球 呢 ！ 伴 我 3 年 之久 从 开始 的 小游戏 变成 大 游戏 ， 有过 * ， 但 也 有 过 低谷 具体 指全 是 充钱 皮肤 ， 但是 现在 已经 变好 了 ， 朋友 却 离去 了 ， 不过 我 还是 不会 放弃 继续 坚持 下来 的 ， 正如 球球 不 倒 ， 陪你到 老 !
43503,
43505,或许 你 喜欢 巴卫和奈奈生
43506,我 曾经 的 怪 ， 求求 你们 也 是 吗 ？
43507,砸 铁匠铺 好 坑 ， 5000 什么 都 没出 。 ? ?
43508,这 到底 是 * 嘛 用 的 。
43510,。 。 。 。 。 。
43511,这八 g 快 修复 许多 人 都 有 这个 问题 ！
43512,什么 鬼
43513,应该 还 能 完成 俩个 挑战 ， 不想 氪 金 ， 放弃 了 ， 再见 ！
43514,就是 以前 的 球球 号 只 记住 了 账号密码 忘记 了 没有 绑定 任何 东西 求 找回
43515,谁 送 我 绿 丝带 我 就 互粉
43516,星际 宝箱 咯洛洛 燃油 高 爆点 :
43517,啥 也 没 ！ 空空如也
43518,* 的 有 吗 ？
43519,退游 ， 秒 榜 我 是 认真 的 哟 ?
43520,库 吧 吧 的 珍宝 箱 就 开 了 这个 ？ 能 不能 说球球 真的 飘 了 ， 越来越 对不起 我们 这些 三年 半 的 良心 玩家 ， 心痛 ? ️
43523,唉 嘿 ， 真 好 ， 哈哈
43524,想 改名 奥 ， 难受 ?
43525,容易 上头 啊 ！ 忍不住 ！
43527,全球 第一 也 有 这种 时候 。
43528,有没有 一起 打 的 美女 。
43529,玩球 球俩 年 多 了 ， 一直 钟爱 球球 ， 队友 都 换 了 一批 又 一批 了 ， 就 我 还 一直 在 ， 有没有 跟 我 一样 的 ?
43533,球球 越来越 会 搜刮 民脂民膏 ， 就 知道 骗钱 💰 💰 💰
43534,打 双冠 拿个 荣耀 是 真的 不 容易 呀
43535,辣 * 游戏 ， 竟是 遇到 合作 的 hp ！ ！ 能 不能自己 去 团队 模式 ， 莫去 乱 找 优越感 ！ ！ ！ ！ ！ ？
43536,
43537,我 爱 她 轰轰烈烈 很 疯狂
43539,玩 的 没意思 了 怎么
43540,激动
43541,
43542,
43544,
43545,好运
43546,想 找 队友 玩
43547,20 个 玫瑰 。 一栋 别墅 。 怎么 说
43548,处个 固 搭 每天晚上 7 点 左右 打到 10 点 左右 500MVP 以上 拒 小学生
43549,biu ~
43550,通宵 踩 哈 喽 ， 24838173
43551,有要 互换 星星 月亮 的 嘛 … …
43552,圆 儿时 梦 哈哈哈 ， 却是 它 的 敌对
43553,。 。
43557,求个 cpqq2222001696 小学生 不用 ➕ 男 的 ➕ 我 买 艾微
43558,想要 粉丝
43559,为 神马 是 30 天 的 ， 不是 永久 的 吗 ？
43560,猎魔 太难 打 ， 爆率 太低 ， 不能 调 下 爆率 吗 ？
43561,双冠 新 地图 ？ 眼 有点 花
43562,处一 * hello 好友 污点 没关系 但 一定 一定 一定 要 素质 没事 聊聊天 打打球 我特 温柔 喜人 的 特别 是 对 你 对人 美声 甜 的 小姐姐 毫无 免疫力 我 还 可以 帮 你 介绍 球球 CP
43563,玩 了 这么久 的 球球 了 ， 第一次 这么 好运 ， 同时 也 祝 球友 们 2019 及 未来 好运 连连 。
43565,带 着 耳机 做车 回老家 ， 应该 要 前天 发 的 ， 忘 了 哈哈 ， 嗯 ， 对 了 为 啥子 发 不了 照片 了
43566,尼玛 好穷 几天 花完 了
43568,高达 40 周年 特别 推送 经典 型号 、 场面 ， 和 同人 插画 降低 分辨率 才能 发出 来 还有 一些 被 塔坦 认为 是 敏感 内容 发不出
43569,小 * 求 队友
43570,好 无聊
43571,2019 年 的 希望 和 期待 很多 希望 能够 不 荒废 吧
43572,❤ ️
43573,为啥 打球 有时候 手抖 心里 也 跟着 莫名 的 紧张 啊
43574,来 几个 稳团 队友 。 感谢 每 一个 队友 陪伴
43575,@ Unique _ 涩
43576,球球 越 玩 越 没意思
43577,大家 玩球 球 多久 了 新手 点个 赞
43578,在 球球 的 世界 里 ， 我 很 幸运 的 遇见 一个 让 我 难忘 的 人 ， 一直 有 一个 念头 球球 不到 ， 陪你到 老 ， 可是 还是 散 了 ， 我 的 玩心 太 大 ， 只要 玩 的 开心 ， 就 好 ！
43579,老 玩家 回归 找 队友 ， ID 虎牙 小可爱 兮
43580,
43581,每次 都 这样 ， 进不去
43582,玩球 球 两年 多 了 很久没 玩 感觉 都 不 上 手 了 都
43583,你们 知道 愤怒 火箭 和 心 的 思念 在 哪 买 吗 ？
43584,带带 孩子 吧 ~
43585,@ 萧乐 yo ﻿ ﻿ @ 情森 520 ﻿ ﻿ @ 遇见 颍川 ﻿ ﻿ @ TUZI 先生 ﻿ ﻿ @ 阿名 很 搞笑 ﻿ ﻿ @ 差不多 5921 ﻿ ﻿ @ 防小 马儿 ﻿ ﻿ @ 你 腿 真 粗 1 ﻿ ﻿ @ 辉 _ 情 ﻿ ﻿ @ 无邪 丶 稳中浪 ﻿ ﻿ @ 万人迷 1205 ﻿ ﻿ @ 快手 森鹿 ﻿ 感谢 ? ? ? ? 陪伴
43586,刚玩 第一天 出 这么 多 bug ？ 没 做好 别放 出来 啊 ， 有意思 吗 ？ 逃杀 第一 都 不 给 宝箱 ？ 双冠 里面 的 刺 是 正方形 的 ， nbnb
43587,
43588,球球 大 作战 是 一部 非常 好玩 的 游戏 ， 很 喜欢
43589,希望 球球 大 作战 能 改进 游戏卡 这个 问题 ， 网络 速度 强 ， 不然 就 卡
43590,哈哈哈哈
43591,前 几天 随手 拍 的 如何 啊 ~ 嘿嘿
43592,我 玩球 球 三年 了 : 球球 是 真的 变 了 随便 一个 皮肤 都 要 充钱 : 再也 不是 以前 的 球球 了 : 不管 那么 多 了 必尽 玩 了 三年 了 : 琪 他 什么游戏 我 都 不 喜欢 玩 : 希望 球球 还 能 以前 一样 越来越 火 : 感谢 球球 陪 了 我 怎么 长时间
43593,想 知道 以前 用 棒棒糖 买 的 皮肤 怎么 买
43594,
43595,球球 还 可以 再火 一把 吗
43596,我 也 玩 了 球球 三年 了 ， 这个 游戏 是 我 手 游玩 的 时间 玩 的 最长 的 一个 游戏 ， 虽然 现在 没有 以前 那么 酷爱 这个 游戏 了 ， 但是 我 还是 每天 都 在 玩 ， 记得 以前 的 超神 真的 是 不好 上 ， 但是 以前 打 的 特别 有意思 ， 现在 虽然 超神 很 好 上 但是 ， 没有 以前 那种 乐趣 了 ， 不过 还是 一句 话 ， 只有 球球 大 作战 这个 游戏 还 在 ， 我 相信 ， 我们 都 一直 玩 下去 ， 一句 话 ， 友谊 长存 。
43597,陪 了 我 3 年 的 游戏 哈哈哈
43598,@ 红颜 8 小号
43599,退 了 好长时间 现在 的 队友 都 没有 了 一直 单逃 看 的 上 的 一起 。
43601,谁 知道 寻宝 在 哪里 马上 快 抽到 了
43602,玩 这个 游戏 有 三年 多 了 。
43603,
43604,三年 老 玩家 ， 现在 没 队友 ， 一起 打 的 互关
43605,所有 悲伤 的 语句 里 ， 最 悲伤 的 莫过于 一句 “ 本来 可以 ”
43606,简简单单 找个 队友 ， qq 随叫随到 ， 心态 特别 好 。 。 。 。 。 emmmm 就 这样 ⭕ 我 就 好 诶 嘿嘿
43607,我 不太会
43608,感谢 所有 球宝 对 球球 的 支持 ， 球球 也 给 我 带来 了 不少 乐趣 。 感谢 感谢 ❤ ， 最后 想 跟 我 玩 的 加 我 一下 呗 。
43609,一路 在 跌倒 ， 一路 在 奋斗 ， 打遍天下 认识 朋友 ， 吃遍 天下 认识 球球 。
43610,我 这个 荣耀 局 翅膀 歪 了
43611,其实 没什么 能 说 的 了 、 球球 不 倒 ， 陪 你们 到 老 。
43612,我 太笨 ， 玩 着 都 没 信心 了 。
43613,滴 ， 滴滴 ， 段友 出征 ， 寸草不生 ， 天王 盖地 虎 ，
43614,哈哈 看 是不是 看吧 id 蔡 大大 2004 一定 看
43615,还有 我 的 一飞冲天 是 永久 为什么 己 过期
43616,哪个 APP 都 在 努力 做 社交 而 我 只 想 打游戏
43617,老 玩家 回游 ， 差 一个 可爱 的 妹酱 ， 我 是 个 二次元 阿宅 。 我贼 萌贼 暖 ， 求 小姐姐 ， 包 ！ 养 ！ ﻿ ﻿ 有意 加个 好友 咩 ？
43618,我 已经 升 了 三颗 星 为啥 一个 都 不能 领
43619,2019.2 . 1
43620,找 一个 逃杀 打手 找 一个 * 常杀 马特 打法 的 队友 打巨 行星
43621,找 玩 各种 模式 的 队友 ， 双冠 现在 打
43622,球球 大 作战 变 了 ， 变得 不想 玩 了 、 想 回去 原来
43623,球球 派对 怎么样 才能 获取 资格 啊
43624,感谢 球球 ， 因为 球球 遇到 最爱 的 那个 她 ， 嘿嘿
43625,更新 球球 以后 ， 我 发现 这 游戏 真 不行 了 ， 开个 逃杀 都 卡 ， 进不了 游戏
